sentence_id,token_id,sentence,token,spo_label
41,13,You might begin with 15 minutes of light swimming and work your way up as your body gets accustomed.,way,other
41,14,You might begin with 15 minutes of light swimming and work your way up as your body gets accustomed.,up,other
41,15,You might begin with 15 minutes of light swimming and work your way up as your body gets accustomed.,as,other
41,16,You might begin with 15 minutes of light swimming and work your way up as your body gets accustomed.,your,other
41,17,You might begin with 15 minutes of light swimming and work your way up as your body gets accustomed.,body,other
41,18,You might begin with 15 minutes of light swimming and work your way up as your body gets accustomed.,gets,other
41,19,You might begin with 15 minutes of light swimming and work your way up as your body gets accustomed.,accustomed,other
41,20,You might begin with 15 minutes of light swimming and work your way up as your body gets accustomed.,.,other
42,1,You might begin with 15 minutes of light swimming and work your way up as your body gets accustomed.,You,Subject
42,2,You might begin with 15 minutes of light swimming and work your way up as your body gets accustomed.,might,other
42,3,You might begin with 15 minutes of light swimming and work your way up as your body gets accustomed.,begin,other
42,4,You might begin with 15 minutes of light swimming and work your way up as your body gets accustomed.,with,other
42,5,You might begin with 15 minutes of light swimming and work your way up as your body gets accustomed.,15,other
42,6,You might begin with 15 minutes of light swimming and work your way up as your body gets accustomed.,minutes,other
42,7,You might begin with 15 minutes of light swimming and work your way up as your body gets accustomed.,of,other
42,8,You might begin with 15 minutes of light swimming and work your way up as your body gets accustomed.,light,other
42,9,You might begin with 15 minutes of light swimming and work your way up as your body gets accustomed.,swimming,other
42,10,You might begin with 15 minutes of light swimming and work your way up as your body gets accustomed.,and,other
42,11,You might begin with 15 minutes of light swimming and work your way up as your body gets accustomed.,work,Predicate
42,12,You might begin with 15 minutes of light swimming and work your way up as your body gets accustomed.,your,Object
42,13,You might begin with 15 minutes of light swimming and work your way up as your body gets accustomed.,way,Object
42,14,You might begin with 15 minutes of light swimming and work your way up as your body gets accustomed.,up,Object
42,15,You might begin with 15 minutes of light swimming and work your way up as your body gets accustomed.,as,Object
42,16,You might begin with 15 minutes of light swimming and work your way up as your body gets accustomed.,your,Object
42,17,You might begin with 15 minutes of light swimming and work your way up as your body gets accustomed.,body,Object
42,18,You might begin with 15 minutes of light swimming and work your way up as your body gets accustomed.,gets,Object
42,19,You might begin with 15 minutes of light swimming and work your way up as your body gets accustomed.,accustomed,Object
42,20,You might begin with 15 minutes of light swimming and work your way up as your body gets accustomed.,.,other
43,1,Remember to check your blood glucose levels before and after swimming to understand how it affects you.,Remember,Predicate
43,2,Remember to check your blood glucose levels before and after swimming to understand how it affects you.,to,Predicate
43,3,Remember to check your blood glucose levels before and after swimming to understand how it affects you.,check,Predicate
43,4,Remember to check your blood glucose levels before and after swimming to understand how it affects you.,your,Object
43,5,Remember to check your blood glucose levels before and after swimming to understand how it affects you.,blood,Object
43,6,Remember to check your blood glucose levels before and after swimming to understand how it affects you.,glucose,Object
43,7,Remember to check your blood glucose levels before and after swimming to understand how it affects you.,levels,Object
43,8,Remember to check your blood glucose levels before and after swimming to understand how it affects you.,before,Object
43,9,Remember to check your blood glucose levels before and after swimming to understand how it affects you.,and,other
43,10,Remember to check your blood glucose levels before and after swimming to understand how it affects you.,after,Object
43,11,Remember to check your blood glucose levels before and after swimming to understand how it affects you.,swimming,Object
43,12,Remember to check your blood glucose levels before and after swimming to understand how it affects you.,to,Predicate
43,13,Remember to check your blood glucose levels before and after swimming to understand how it affects you.,understand,Predicate
43,14,Remember to check your blood glucose levels before and after swimming to understand how it affects you.,how,Object
43,15,Remember to check your blood glucose levels before and after swimming to understand how it affects you.,it,Object
43,16,Remember to check your blood glucose levels before and after swimming to understand how it affects you.,affects,Object
43,17,Remember to check your blood glucose levels before and after swimming to understand how it affects you.,you,Object
43,18,Remember to check your blood glucose levels before and after swimming to understand how it affects you.,.,other
44,1,P: Thanks for the advice.,P,other
44,2,P: Thanks for the advice.,:,other
44,3,P: Thanks for the advice.,Thanks,other
44,4,P: Thanks for the advice.,for,other
44,5,P: Thanks for the advice.,the,other
44,6,P: Thanks for the advice.,advice,other
44,7,P: Thanks for the advice.,.,other
45,1,I will give it a try and monitor my glucose levels closely.,I,Subject
45,2,I will give it a try and monitor my glucose levels closely.,will,Predicate
45,3,I will give it a try and monitor my glucose levels closely.,give,Predicate
45,4,I will give it a try and monitor my glucose levels closely.,it,Object
45,5,I will give it a try and monitor my glucose levels closely.,a,Object
45,6,I will give it a try and monitor my glucose levels closely.,try,Object
45,7,I will give it a try and monitor my glucose levels closely.,and,other
45,8,I will give it a try and monitor my glucose levels closely.,monitor,other
45,9,I will give it a try and monitor my glucose levels closely.,my,other
45,10,I will give it a try and monitor my glucose levels closely.,glucose,other
45,11,I will give it a try and monitor my glucose levels closely.,levels,other
45,12,I will give it a try and monitor my glucose levels closely.,closely,other
45,13,I will give it a try and monitor my glucose levels closely.,.,other
46,1,I will give it a try and monitor my glucose levels closely.,I,Subject
46,2,I will give it a try and monitor my glucose levels closely.,will,Predicate
46,3,I will give it a try and monitor my glucose levels closely.,give,other
46,4,I will give it a try and monitor my glucose levels closely.,it,other
46,5,I will give it a try and monitor my glucose levels closely.,a,other
46,6,I will give it a try and monitor my glucose levels closely.,try,other
46,7,I will give it a try and monitor my glucose levels closely.,and,other
46,8,I will give it a try and monitor my glucose levels closely.,monitor,Predicate
46,9,I will give it a try and monitor my glucose levels closely.,my,Object
46,10,I will give it a try and monitor my glucose levels closely.,glucose,Object
46,11,I will give it a try and monitor my glucose levels closely.,levels,Object
46,12,I will give it a try and monitor my glucose levels closely.,closely,Object
46,13,I will give it a try and monitor my glucose levels closely.,.,other
47,1,"A: Abdullah, have you been experiencing any discomfort or symptoms that have interfered with your daily routine lately?",A,other
47,2,"A: Abdullah, have you been experiencing any discomfort or symptoms that have interfered with your daily routine lately?",:,other
47,3,"A: Abdullah, have you been experiencing any discomfort or symptoms that have interfered with your daily routine lately?",Abdullah,other
47,4,"A: Abdullah, have you been experiencing any discomfort or symptoms that have interfered with your daily routine lately?",",",other
47,5,"A: Abdullah, have you been experiencing any discomfort or symptoms that have interfered with your daily routine lately?",have,Predicate
47,6,"A: Abdullah, have you been experiencing any discomfort or symptoms that have interfered with your daily routine lately?",you,Subject
47,7,"A: Abdullah, have you been experiencing any discomfort or symptoms that have interfered with your daily routine lately?",been,Predicate
47,8,"A: Abdullah, have you been experiencing any discomfort or symptoms that have interfered with your daily routine lately?",experiencing,Predicate
47,9,"A: Abdullah, have you been experiencing any discomfort or symptoms that have interfered with your daily routine lately?",any,Object
47,10,"A: Abdullah, have you been experiencing any discomfort or symptoms that have interfered with your daily routine lately?",discomfort,Object
47,11,"A: Abdullah, have you been experiencing any discomfort or symptoms that have interfered with your daily routine lately?",or,other
47,12,"A: Abdullah, have you been experiencing any discomfort or symptoms that have interfered with your daily routine lately?",symptoms,Object
47,13,"A: Abdullah, have you been experiencing any discomfort or symptoms that have interfered with your daily routine lately?",that,Object
47,14,"A: Abdullah, have you been experiencing any discomfort or symptoms that have interfered with your daily routine lately?",have,Predicate
47,15,"A: Abdullah, have you been experiencing any discomfort or symptoms that have interfered with your daily routine lately?",interfered,Predicate
47,16,"A: Abdullah, have you been experiencing any discomfort or symptoms that have interfered with your daily routine lately?",with,Predicate
47,17,"A: Abdullah, have you been experiencing any discomfort or symptoms that have interfered with your daily routine lately?",your,Object
47,18,"A: Abdullah, have you been experiencing any discomfort or symptoms that have interfered with your daily routine lately?",daily,Object
47,19,"A: Abdullah, have you been experiencing any discomfort or symptoms that have interfered with your daily routine lately?",routine,Object
47,20,"A: Abdullah, have you been experiencing any discomfort or symptoms that have interfered with your daily routine lately?",lately,Object
47,21,"A: Abdullah, have you been experiencing any discomfort or symptoms that have interfered with your daily routine lately?",?,other
48,1,"P: Well, lately I have been feeling a bit more tired.",P,other
48,2,"P: Well, lately I have been feeling a bit more tired.",:,other
48,3,"P: Well, lately I have been feeling a bit more tired.",Well,other
48,4,"P: Well, lately I have been feeling a bit more tired.",",",other
48,5,"P: Well, lately I have been feeling a bit more tired.",lately,Object
48,6,"P: Well, lately I have been feeling a bit more tired.",I,Subject
48,7,"P: Well, lately I have been feeling a bit more tired.",have,Predicate
48,8,"P: Well, lately I have been feeling a bit more tired.",been,Predicate
48,9,"P: Well, lately I have been feeling a bit more tired.",feeling,Predicate
48,10,"P: Well, lately I have been feeling a bit more tired.",a,Object
48,11,"P: Well, lately I have been feeling a bit more tired.",bit,Object
48,12,"P: Well, lately I have been feeling a bit more tired.",more,Object
48,13,"P: Well, lately I have been feeling a bit more tired.",tired,Object
48,14,"P: Well, lately I have been feeling a bit more tired.",.,other
49,1,It is been affecting my daily walks in the community park.,It,Subject
49,2,It is been affecting my daily walks in the community park.,is,Predicate
49,3,It is been affecting my daily walks in the community park.,been,Predicate
49,4,It is been affecting my daily walks in the community park.,affecting,Predicate
49,5,It is been affecting my daily walks in the community park.,my,Object
49,6,It is been affecting my daily walks in the community park.,daily,Object
49,7,It is been affecting my daily walks in the community park.,walks,Object
49,8,It is been affecting my daily walks in the community park.,in,Object
49,9,It is been affecting my daily walks in the community park.,the,Object
49,10,It is been affecting my daily walks in the community park.,community,Object
49,11,It is been affecting my daily walks in the community park.,park,Object
49,12,It is been affecting my daily walks in the community park.,.,other
50,1,A: I see.,A,other
50,2,A: I see.,:,other
50,3,A: I see.,I,other
50,4,A: I see.,see,other
50,5,A: I see.,.,other
51,1,This fatigue could be a sign of fluctuating blood sugar levels.,This,Subject
51,2,This fatigue could be a sign of fluctuating blood sugar levels.,fatigue,Subject
51,3,This fatigue could be a sign of fluctuating blood sugar levels.,could,Predicate
51,4,This fatigue could be a sign of fluctuating blood sugar levels.,be,Predicate
51,5,This fatigue could be a sign of fluctuating blood sugar levels.,a,Object
51,6,This fatigue could be a sign of fluctuating blood sugar levels.,sign,Object
51,7,This fatigue could be a sign of fluctuating blood sugar levels.,of,Object
51,8,This fatigue could be a sign of fluctuating blood sugar levels.,fluctuating,Object
51,9,This fatigue could be a sign of fluctuating blood sugar levels.,blood,Object
51,10,This fatigue could be a sign of fluctuating blood sugar levels.,sugar,Object
51,11,This fatigue could be a sign of fluctuating blood sugar levels.,levels,Object
51,12,This fatigue could be a sign of fluctuating blood sugar levels.,.,other
52,1,Are you able to monitor your blood sugar levels consistently?,Are,Predicate
52,2,Are you able to monitor your blood sugar levels consistently?,you,Subject
52,3,Are you able to monitor your blood sugar levels consistently?,able,Predicate
52,4,Are you able to monitor your blood sugar levels consistently?,to,Predicate
52,5,Are you able to monitor your blood sugar levels consistently?,monitor,Predicate
52,6,Are you able to monitor your blood sugar levels consistently?,your,Object
52,7,Are you able to monitor your blood sugar levels consistently?,blood,Object
52,8,Are you able to monitor your blood sugar levels consistently?,sugar,Object
52,9,Are you able to monitor your blood sugar levels consistently?,levels,Object
52,10,Are you able to monitor your blood sugar levels consistently?,consistently,Object
52,11,Are you able to monitor your blood sugar levels consistently?,?,other
53,1,"Yes, I check them regularly at home, but I have not noticed any major changes.",Yes,other
53,2,"Yes, I check them regularly at home, but I have not noticed any major changes.",",",other
53,3,"Yes, I check them regularly at home, but I have not noticed any major changes.",I,Subject
53,4,"Yes, I check them regularly at home, but I have not noticed any major changes.",check,Predicate
53,5,"Yes, I check them regularly at home, but I have not noticed any major changes.",them,Object
53,6,"Yes, I check them regularly at home, but I have not noticed any major changes.",regularly,Object
53,7,"Yes, I check them regularly at home, but I have not noticed any major changes.",at,Object
53,8,"Yes, I check them regularly at home, but I have not noticed any major changes.",home,Object
53,9,"Yes, I check them regularly at home, but I have not noticed any major changes.",",",other
53,10,"Yes, I check them regularly at home, but I have not noticed any major changes.",but,other
53,11,"Yes, I check them regularly at home, but I have not noticed any major changes.",I,other
53,12,"Yes, I check them regularly at home, but I have not noticed any major changes.",have,other
53,13,"Yes, I check them regularly at home, but I have not noticed any major changes.",not,other
53,14,"Yes, I check them regularly at home, but I have not noticed any major changes.",noticed,other
53,15,"Yes, I check them regularly at home, but I have not noticed any major changes.",any,other
53,16,"Yes, I check them regularly at home, but I have not noticed any major changes.",major,other
53,17,"Yes, I check them regularly at home, but I have not noticed any major changes.",changes,other
53,18,"Yes, I check them regularly at home, but I have not noticed any major changes.",.,other
54,1,"Yes, I check them regularly at home, but I have not noticed any major changes.",Yes,other
54,2,"Yes, I check them regularly at home, but I have not noticed any major changes.",",",other
54,3,"Yes, I check them regularly at home, but I have not noticed any major changes.",I,other
54,4,"Yes, I check them regularly at home, but I have not noticed any major changes.",check,other
54,5,"Yes, I check them regularly at home, but I have not noticed any major changes.",them,other
54,6,"Yes, I check them regularly at home, but I have not noticed any major changes.",regularly,other
54,7,"Yes, I check them regularly at home, but I have not noticed any major changes.",at,other
54,8,"Yes, I check them regularly at home, but I have not noticed any major changes.",home,other
54,9,"Yes, I check them regularly at home, but I have not noticed any major changes.",",",other
54,10,"Yes, I check them regularly at home, but I have not noticed any major changes.",but,other
54,11,"Yes, I check them regularly at home, but I have not noticed any major changes.",I,Subject
54,12,"Yes, I check them regularly at home, but I have not noticed any major changes.",have,Predicate
54,13,"Yes, I check them regularly at home, but I have not noticed any major changes.",not,Predicate
54,14,"Yes, I check them regularly at home, but I have not noticed any major changes.",noticed,Predicate
54,15,"Yes, I check them regularly at home, but I have not noticed any major changes.",any,Object
54,16,"Yes, I check them regularly at home, but I have not noticed any major changes.",major,Object
54,17,"Yes, I check them regularly at home, but I have not noticed any major changes.",changes,Object
54,18,"Yes, I check them regularly at home, but I have not noticed any major changes.",.,other
55,1,That is good.,That,other
55,2,That is good.,is,other
55,3,That is good.,good,other
55,4,That is good.,.,other
56,1,"However, it is important to note that prolonged fatigue should not be ignored.",However,other
56,2,"However, it is important to note that prolonged fatigue should not be ignored.",",",other
56,3,"However, it is important to note that prolonged fatigue should not be ignored.",it,Subject
56,4,"However, it is important to note that prolonged fatigue should not be ignored.",is,Predicate
56,5,"However, it is important to note that prolonged fatigue should not be ignored.",important,Object
56,6,"However, it is important to note that prolonged fatigue should not be ignored.",to,Predicate
56,7,"However, it is important to note that prolonged fatigue should not be ignored.",note,Predicate
56,8,"However, it is important to note that prolonged fatigue should not be ignored.",that,Object
56,9,"However, it is important to note that prolonged fatigue should not be ignored.",prolonged,Object
56,10,"However, it is important to note that prolonged fatigue should not be ignored.",fatigue,Object
56,11,"However, it is important to note that prolonged fatigue should not be ignored.",should,Predicate
56,12,"However, it is important to note that prolonged fatigue should not be ignored.",not,Predicate
56,13,"However, it is important to note that prolonged fatigue should not be ignored.",be,Predicate
56,14,"However, it is important to note that prolonged fatigue should not be ignored.",ignored,Predicate
56,15,"However, it is important to note that prolonged fatigue should not be ignored.",.,other
57,1,It might be beneficial to discuss this with your doctor on your next visit.,It,Subject
57,2,It might be beneficial to discuss this with your doctor on your next visit.,might,Predicate
57,3,It might be beneficial to discuss this with your doctor on your next visit.,be,Predicate
57,4,It might be beneficial to discuss this with your doctor on your next visit.,beneficial,Object
57,5,It might be beneficial to discuss this with your doctor on your next visit.,to,Predicate
57,6,It might be beneficial to discuss this with your doctor on your next visit.,discuss,Predicate
57,7,It might be beneficial to discuss this with your doctor on your next visit.,this,Object
57,8,It might be beneficial to discuss this with your doctor on your next visit.,with,Predicate
57,9,It might be beneficial to discuss this with your doctor on your next visit.,your,Object
57,10,It might be beneficial to discuss this with your doctor on your next visit.,doctor,Object
57,11,It might be beneficial to discuss this with your doctor on your next visit.,on,Object
57,12,It might be beneficial to discuss this with your doctor on your next visit.,your,Object
57,13,It might be beneficial to discuss this with your doctor on your next visit.,next,Object
57,14,It might be beneficial to discuss this with your doctor on your next visit.,visit,Object
57,15,It might be beneficial to discuss this with your doctor on your next visit.,.,other
58,1,"Remember, adequate rest and a balanced diet also influence your energy levels.",Remember,other
58,2,"Remember, adequate rest and a balanced diet also influence your energy levels.",",",other
58,3,"Remember, adequate rest and a balanced diet also influence your energy levels.",adequate,Subject
58,4,"Remember, adequate rest and a balanced diet also influence your energy levels.",rest,Subject
58,5,"Remember, adequate rest and a balanced diet also influence your energy levels.",and,other
58,6,"Remember, adequate rest and a balanced diet also influence your energy levels.",a,Subject
58,7,"Remember, adequate rest and a balanced diet also influence your energy levels.",balanced,Subject
58,8,"Remember, adequate rest and a balanced diet also influence your energy levels.",diet,Subject
58,9,"Remember, adequate rest and a balanced diet also influence your energy levels.",also,Predicate
58,10,"Remember, adequate rest and a balanced diet also influence your energy levels.",influence,Predicate
58,11,"Remember, adequate rest and a balanced diet also influence your energy levels.",your,Object
58,12,"Remember, adequate rest and a balanced diet also influence your energy levels.",energy,Object
58,13,"Remember, adequate rest and a balanced diet also influence your energy levels.",levels,Object
58,14,"Remember, adequate rest and a balanced diet also influence your energy levels.",.,other
59,1,That is true.,That,other
59,2,That is true.,is,other
59,3,That is true.,true,other
59,4,That is true.,.,other
60,1,I will make sure to discuss this with my doctor.,I,Subject
60,2,I will make sure to discuss this with my doctor.,will,Predicate
60,3,I will make sure to discuss this with my doctor.,make,Predicate
60,4,I will make sure to discuss this with my doctor.,sure,Predicate
60,5,I will make sure to discuss this with my doctor.,to,Predicate
60,6,I will make sure to discuss this with my doctor.,discuss,Predicate
60,7,I will make sure to discuss this with my doctor.,this,Object
60,8,I will make sure to discuss this with my doctor.,with,Predicate
60,9,I will make sure to discuss this with my doctor.,my,Object
60,10,I will make sure to discuss this with my doctor.,doctor,Object
60,11,I will make sure to discuss this with my doctor.,.,other
61,1,Thanks for your help.,Thanks,other
61,2,Thanks for your help.,for,other
61,3,Thanks for your help.,your,other
61,4,Thanks for your help.,help,other
61,5,Thanks for your help.,.,other
62,1,"A: You are welcome, Abdullah.",A,other
62,2,"A: You are welcome, Abdullah.",:,other
62,3,"A: You are welcome, Abdullah.",You,other
62,4,"A: You are welcome, Abdullah.",are,other
62,5,"A: You are welcome, Abdullah.",welcome,other
62,6,"A: You are welcome, Abdullah.",",",other
62,7,"A: You are welcome, Abdullah.",Abdullah,other
62,8,"A: You are welcome, Abdullah.",.,other
63,1,Remember to also keep hydrating and take small rest periods during your walks if you are feeling tired.,Remember,Predicate
63,2,Remember to also keep hydrating and take small rest periods during your walks if you are feeling tired.,to,Predicate
63,3,Remember to also keep hydrating and take small rest periods during your walks if you are feeling tired.,also,Predicate
63,4,Remember to also keep hydrating and take small rest periods during your walks if you are feeling tired.,keep,Predicate
63,5,Remember to also keep hydrating and take small rest periods during your walks if you are feeling tired.,hydrating,Object
63,6,Remember to also keep hydrating and take small rest periods during your walks if you are feeling tired.,and,other
63,7,Remember to also keep hydrating and take small rest periods during your walks if you are feeling tired.,take,Predicate
63,8,Remember to also keep hydrating and take small rest periods during your walks if you are feeling tired.,small,Object
63,9,Remember to also keep hydrating and take small rest periods during your walks if you are feeling tired.,rest,Object
63,10,Remember to also keep hydrating and take small rest periods during your walks if you are feeling tired.,periods,Object
63,11,Remember to also keep hydrating and take small rest periods during your walks if you are feeling tired.,during,Object
63,12,Remember to also keep hydrating and take small rest periods during your walks if you are feeling tired.,your,Object
63,13,Remember to also keep hydrating and take small rest periods during your walks if you are feeling tired.,walks,Object
63,14,Remember to also keep hydrating and take small rest periods during your walks if you are feeling tired.,if,other
63,15,Remember to also keep hydrating and take small rest periods during your walks if you are feeling tired.,you,Subject
63,16,Remember to also keep hydrating and take small rest periods during your walks if you are feeling tired.,are,Predicate
63,17,Remember to also keep hydrating and take small rest periods during your walks if you are feeling tired.,feeling,Predicate
63,18,Remember to also keep hydrating and take small rest periods during your walks if you are feeling tired.,tired,Object
63,19,Remember to also keep hydrating and take small rest periods during your walks if you are feeling tired.,.,other
64,1,Please do not hesitate to reach out if you need any more help managing your diabetes.,Please,other
64,2,Please do not hesitate to reach out if you need any more help managing your diabetes.,do,other
64,3,Please do not hesitate to reach out if you need any more help managing your diabetes.,not,other
64,4,Please do not hesitate to reach out if you need any more help managing your diabetes.,hesitate,other
64,5,Please do not hesitate to reach out if you need any more help managing your diabetes.,to,other
64,6,Please do not hesitate to reach out if you need any more help managing your diabetes.,reach,other
64,7,Please do not hesitate to reach out if you need any more help managing your diabetes.,out,other
64,8,Please do not hesitate to reach out if you need any more help managing your diabetes.,if,other
64,9,Please do not hesitate to reach out if you need any more help managing your diabetes.,you,other
64,10,Please do not hesitate to reach out if you need any more help managing your diabetes.,need,other
64,11,Please do not hesitate to reach out if you need any more help managing your diabetes.,any,other
64,12,Please do not hesitate to reach out if you need any more help managing your diabetes.,more,other
64,13,Please do not hesitate to reach out if you need any more help managing your diabetes.,help,other
64,14,Please do not hesitate to reach out if you need any more help managing your diabetes.,managing,other
64,15,Please do not hesitate to reach out if you need any more help managing your diabetes.,your,other
64,16,Please do not hesitate to reach out if you need any more help managing your diabetes.,diabetes,other
64,17,Please do not hesitate to reach out if you need any more help managing your diabetes.,.,other
65,1,"A: Abdullah, I would like to discuss your meal habits during Ramadan.",A,other
65,2,"A: Abdullah, I would like to discuss your meal habits during Ramadan.",:,other
65,3,"A: Abdullah, I would like to discuss your meal habits during Ramadan.",Abdullah,other
65,4,"A: Abdullah, I would like to discuss your meal habits during Ramadan.",",",other
65,5,"A: Abdullah, I would like to discuss your meal habits during Ramadan.",I,Subject
65,6,"A: Abdullah, I would like to discuss your meal habits during Ramadan.",would,Predicate
65,7,"A: Abdullah, I would like to discuss your meal habits during Ramadan.",like,Predicate
65,8,"A: Abdullah, I would like to discuss your meal habits during Ramadan.",to,Predicate
65,9,"A: Abdullah, I would like to discuss your meal habits during Ramadan.",discuss,Predicate
65,10,"A: Abdullah, I would like to discuss your meal habits during Ramadan.",your,Object
65,11,"A: Abdullah, I would like to discuss your meal habits during Ramadan.",meal,Object
65,12,"A: Abdullah, I would like to discuss your meal habits during Ramadan.",habits,Object
65,13,"A: Abdullah, I would like to discuss your meal habits during Ramadan.",during,Object
65,14,"A: Abdullah, I would like to discuss your meal habits during Ramadan.",Ramadan,Object
65,15,"A: Abdullah, I would like to discuss your meal habits during Ramadan.",.,other
66,1,How do you manage your diabetes while fasting?,How,other
66,2,How do you manage your diabetes while fasting?,do,Predicate
66,3,How do you manage your diabetes while fasting?,you,Subject
66,4,How do you manage your diabetes while fasting?,manage,Predicate
66,5,How do you manage your diabetes while fasting?,your,Object
66,6,How do you manage your diabetes while fasting?,diabetes,Object
66,7,How do you manage your diabetes while fasting?,while,Object
66,8,How do you manage your diabetes while fasting?,fasting,Object
66,9,How do you manage your diabetes while fasting?,?,other
67,1,"P: It is quite a challenge, to be honest.",P,other
67,2,"P: It is quite a challenge, to be honest.",:,other
67,3,"P: It is quite a challenge, to be honest.",It,Subject
67,4,"P: It is quite a challenge, to be honest.",is,Predicate
67,5,"P: It is quite a challenge, to be honest.",quite,Object
67,6,"P: It is quite a challenge, to be honest.",a,Object
67,7,"P: It is quite a challenge, to be honest.",challenge,Object
67,8,"P: It is quite a challenge, to be honest.",",",other
67,9,"P: It is quite a challenge, to be honest.",to,other
67,10,"P: It is quite a challenge, to be honest.",be,other
67,11,"P: It is quite a challenge, to be honest.",honest,other
67,12,"P: It is quite a challenge, to be honest.",.,other
68,1,I try to eat a well-balanced Suhoor before dawn and maintain medication.,I,Subject
68,2,I try to eat a well-balanced Suhoor before dawn and maintain medication.,try,Predicate
68,3,I try to eat a well-balanced Suhoor before dawn and maintain medication.,to,Predicate
68,4,I try to eat a well-balanced Suhoor before dawn and maintain medication.,eat,Predicate
68,5,I try to eat a well-balanced Suhoor before dawn and maintain medication.,a,Object
68,6,I try to eat a well-balanced Suhoor before dawn and maintain medication.,well-balanced,Object
68,7,I try to eat a well-balanced Suhoor before dawn and maintain medication.,Suhoor,Object
68,8,I try to eat a well-balanced Suhoor before dawn and maintain medication.,before,Object
68,9,I try to eat a well-balanced Suhoor before dawn and maintain medication.,dawn,Object
68,10,I try to eat a well-balanced Suhoor before dawn and maintain medication.,and,other
68,11,I try to eat a well-balanced Suhoor before dawn and maintain medication.,maintain,other
68,12,I try to eat a well-balanced Suhoor before dawn and maintain medication.,medication,other
68,13,I try to eat a well-balanced Suhoor before dawn and maintain medication.,.,other
69,1,I try to eat a well-balanced Suhoor before dawn and maintain medication.,I,Subject
69,2,I try to eat a well-balanced Suhoor before dawn and maintain medication.,try,Predicate
69,3,I try to eat a well-balanced Suhoor before dawn and maintain medication.,to,Predicate
69,4,I try to eat a well-balanced Suhoor before dawn and maintain medication.,eat,other
69,5,I try to eat a well-balanced Suhoor before dawn and maintain medication.,a,other
69,6,I try to eat a well-balanced Suhoor before dawn and maintain medication.,well-balanced,other
69,7,I try to eat a well-balanced Suhoor before dawn and maintain medication.,Suhoor,other
69,8,I try to eat a well-balanced Suhoor before dawn and maintain medication.,before,other
69,9,I try to eat a well-balanced Suhoor before dawn and maintain medication.,dawn,other
69,10,I try to eat a well-balanced Suhoor before dawn and maintain medication.,and,other
69,11,I try to eat a well-balanced Suhoor before dawn and maintain medication.,maintain,Predicate
69,12,I try to eat a well-balanced Suhoor before dawn and maintain medication.,medication,Object
69,13,I try to eat a well-balanced Suhoor before dawn and maintain medication.,.,other
70,1,But I do worry about my sugar levels during the day.,But,other
70,2,But I do worry about my sugar levels during the day.,I,Subject
70,3,But I do worry about my sugar levels during the day.,do,Predicate
70,4,But I do worry about my sugar levels during the day.,worry,Predicate
70,5,But I do worry about my sugar levels during the day.,about,Predicate
70,6,But I do worry about my sugar levels during the day.,my,Object
70,7,But I do worry about my sugar levels during the day.,sugar,Object
70,8,But I do worry about my sugar levels during the day.,levels,Object
70,9,But I do worry about my sugar levels during the day.,during,Object
70,10,But I do worry about my sugar levels during the day.,the,Object
70,11,But I do worry about my sugar levels during the day.,day,Object
70,12,But I do worry about my sugar levels during the day.,.,other
71,1,"A: It is understandable, Abdullah.",A,other
71,2,"A: It is understandable, Abdullah.",:,other
71,3,"A: It is understandable, Abdullah.",It,Subject
71,4,"A: It is understandable, Abdullah.",is,Predicate
71,5,"A: It is understandable, Abdullah.",understandable,Object
71,6,"A: It is understandable, Abdullah.",",",other
71,7,"A: It is understandable, Abdullah.",Abdullah,other
71,8,"A: It is understandable, Abdullah.",.,other
72,1,Fasting can impact your blood sugar levels significantly.,Fasting,Subject
72,2,Fasting can impact your blood sugar levels significantly.,can,Predicate
72,3,Fasting can impact your blood sugar levels significantly.,impact,Predicate
72,4,Fasting can impact your blood sugar levels significantly.,your,Object
72,5,Fasting can impact your blood sugar levels significantly.,blood,Object
72,6,Fasting can impact your blood sugar levels significantly.,sugar,Object
72,7,Fasting can impact your blood sugar levels significantly.,levels,Object
72,8,Fasting can impact your blood sugar levels significantly.,significantly,Predicate
72,9,Fasting can impact your blood sugar levels significantly.,.,other
73,1,"It is essential to monitor your blood sugar several times during the day, particularly in the hours before breaking your fast.",It,other
73,2,"It is essential to monitor your blood sugar several times during the day, particularly in the hours before breaking your fast.",is,Predicate
73,3,"It is essential to monitor your blood sugar several times during the day, particularly in the hours before breaking your fast.",essential,Object
73,4,"It is essential to monitor your blood sugar several times during the day, particularly in the hours before breaking your fast.",to,Predicate
73,5,"It is essential to monitor your blood sugar several times during the day, particularly in the hours before breaking your fast.",monitor,Predicate
73,6,"It is essential to monitor your blood sugar several times during the day, particularly in the hours before breaking your fast.",your,Object
73,7,"It is essential to monitor your blood sugar several times during the day, particularly in the hours before breaking your fast.",blood,Object
73,8,"It is essential to monitor your blood sugar several times during the day, particularly in the hours before breaking your fast.",sugar,Object
73,9,"It is essential to monitor your blood sugar several times during the day, particularly in the hours before breaking your fast.",several,Object
73,10,"It is essential to monitor your blood sugar several times during the day, particularly in the hours before breaking your fast.",times,Object
73,11,"It is essential to monitor your blood sugar several times during the day, particularly in the hours before breaking your fast.",during,Object
73,12,"It is essential to monitor your blood sugar several times during the day, particularly in the hours before breaking your fast.",the,Object
73,13,"It is essential to monitor your blood sugar several times during the day, particularly in the hours before breaking your fast.",day,Object
